age,annual_income,credit_score,tenure_months,account_balance,monthly_usage_hours,support_tickets,contract_type,payment_method,device_category,is_churn
42,49253.89,552,68,4421.45,15.3,1,Two-Year,Credit Card,Mobile,0
24,98457.79,423,11,26739.27,84.3,1,Month-to-Month,Credit Card,Tablet,0
69,136041.55,374,4,147967.16,1.7,3,Two-Year,Credit Card,Desktop,0
21,66996.12,450,48,107261.46,57.1,0,Two-Year,Credit Card,Tablet,0
25,56349.4,525,26,92196.17,15.1,3,Two-Year,Electronic Check,Desktop,0
37,73643.16,776,39,7055.86,102.1,5,Month-to-Month,Credit Card,Mobile,0
46,62432.6,466,58,131866.53,115.1,1,Month-to-Month,Electronic Check,Mobile,0
71,58311.46,515,19,121913.53,115.1,4,One-Year,Bank Transfer,Tablet,1
70,90851.88,390,58,99720.01,53.6,5,One-Year,Bank Transfer,Mobile,0
68,165714.97,778,28,50869.62,77.7,3,Month-to-Month,Credit Card,Desktop,0
62,103594.25,693,66,10575.74,72.4,0,One-Year,Bank Transfer,Mobile,0
63,54127.66,773,10,87005.77,42.7,3,Month-to-Month,Credit Card,Mobile,0
27,36930.61,715,58,107954.19,53.8,0,Month-to-Month,Credit Card,Mobile,0
60,132904.2,469,14,14136.05,8.7,2,Two-Year,Electronic Check,Desktop,0
51,84333.81,446,15,95065.15,95.7,4,Month-to-Month,Bank Transfer,Tablet,1
74,152383.8,494,33,42954.91,29.7,3,Month-to-Month,Credit Card,Desktop,0
43,127224.17,565,17,114636.63,55.8,1,Month-to-Month,Bank Transfer,Desktop,0
58,148417.42,578,24,80942.38,58.2,0,Month-to-Month,Credit Card,Tablet,0
66,67151.64,662,30,19355.52,67.7,3,Month-to-Month,Bank Transfer,Desktop,0
75,132315.63,479,62,78977.92,98.3,1,Month-to-Month,Bank Transfer,Tablet,0
20,65929.61,701,13,59360.53,83.3,3,Month-to-Month,Credit Card,Mobile,0
73,170555.61,726,62,27053.4,79.9,3,Two-Year,Credit Card,Tablet,0
23,123638.01,667,47,126227.36,63.7,2,Two-Year,Bank Transfer,Desktop,0
22,75299.33,821,16,1654.27,12.4,0,Month-to-Month,Bank Transfer,Mobile,0
22,66774.34,486,66,46819.24,48.8,4,Month-to-Month,Bank Transfer,Mobile,0
71,54593.62,673,43,1889.26,114.9,1,Month-to-Month,Bank Transfer,Mobile,0
64,132669.35,686,8,14401.04,119.5,6,One-Year,Bank Transfer,Mobile,1
40,58900.92,622,3,44564.43,87.9,4,One-Year,Credit Card,Desktop,0
66,117272.01,466,12,8140.68,28.1,1,Two-Year,Electronic Check,Desktop,0
26,66018.43,655,16,89494.58,13.1,2,Month-to-Month,Credit Card,Tablet,0
52,127605.19,717,59,13029.44,50.4,3,One-Year,Bank Transfer,Desktop,0
37,151315.66,443,49,105257.05,102.9,3,Month-to-Month,Electronic Check,Desktop,0
75,145593.91,517,63,7896.32,86.9,1,Two-Year,Bank Transfer,Mobile,0
66,142931.96,791,62,8896.33,106.2,3,One-Year,Bank Transfer,Desktop,0
59,54096.97,552,49,45798.88,74.3,1,Month-to-Month,Credit Card,Desktop,0
52,38699.67,690,51,134485.73,16.5,4,One-Year,Electronic Check,Desktop,0
67,133337.07,498,33,96208.99,14.7,3,Two-Year,Credit Card,Desktop,0
35,82093.82,751,30,115519.69,6.7,2,Month-to-Month,Bank Transfer,Desktop,0
34,92013.67,532,59,21232.82,68.5,0,Month-to-Month,Credit Card,Mobile,0
41,29828.11,762,15,125118.81,29.9,1,Month-to-Month,Credit Card,Desktop,0
20,65234.35,501,23,1221.94,88.4,3,Month-to-Month,Credit Card,Desktop,0
49,30219.84,423,45,31958.6,82.7,2,Month-to-Month,Credit Card,Desktop,0
52,161273.79,714,62,92413.85,38.9,1,Two-Year,Electronic Check,Mobile,0
55,62726.49,750,71,56286.96,22.0,1,One-Year,Electronic Check,Mobile,0
30,111387.26,623,15,147629.01,13.2,0,One-Year,Bank Transfer,Mobile,0
73,31041.79,391,46,4550.89,88.7,1,One-Year,Credit Card,Desktop,0
64,128361.35,845,64,149789.73,54.6,2,Two-Year,Credit Card,Mobile,0
42,75069.24,561,46,93544.17,39.5,0,Two-Year,Bank Transfer,Desktop,0
26,164177.47,450,56,83806.05,102.9,2,One-Year,Credit Card,Mobile,0
21,162658.32,394,44,8926.87,71.6,2,Month-to-Month,Bank Transfer,Mobile,0
31,75420.05,431,29,40999.33,62.6,0,Month-to-Month,Credit Card,Desktop,0
54,164648.94,366,62,138699.4,89.5,4,Month-to-Month,Bank Transfer,Desktop,0
51,179404.44,422,52,53136.9,98.1,1,Month-to-Month,Electronic Check,Desktop,0
28,152939.43,363,54,99247.98,82.6,2,Month-to-Month,Bank Transfer,Mobile,0
58,155955.06,782,57,149924.45,53.4,3,One-Year,Electronic Check,Mobile,0
73,63596.35,506,66,39460.46,46.1,3,One-Year,Electronic Check,Mobile,0
20,114388.87,572,22,86412.13,92.8,0,Month-to-Month,Bank Transfer,Mobile,0
45,35424.67,481,20,104465.67,62.6,3,Two-Year,Bank Transfer,Desktop,0
46,39712.28,687,33,24694.09,84.8,2,Month-to-Month,Credit Card,Mobile,0
26,179828.35,753,25,22300.88,107.0,1,One-Year,Electronic Check,Tablet,0
20,75629.08,725,46,68446.19,110.0,1,One-Year,Bank Transfer,Desktop,0
42,140968.51,725,57,57871.88,34.0,1,One-Year,Electronic Check,Desktop,0
51,150033.08,396,5,107132.32,23.4,1,Month-to-Month,Bank Transfer,Tablet,1
29,157993.61,456,55,10426.32,32.1,0,One-Year,Credit Card,Mobile,0
59,179632.39,457,61,145824.99,90.4,3,Month-to-Month,Electronic Check,Mobile,0
26,62431.96,614,8,2141.55,45.0,3,One-Year,Credit Card,Desktop,0
32,31254.38,554,16,90197.52,21.6,2,Month-to-Month,Electronic Check,Mobile,0
57,88734.69,428,48,84394.89,12.7,3,One-Year,Credit Card,Tablet,0
42,45162.5,504,61,20207.36,40.0,0,Month-to-Month,Credit Card,Tablet,0
22,28476.01,620,15,22637.4,17.2,3,One-Year,Bank Transfer,Tablet,0
28,80866.16,825,65,118901.62,19.6,2,Month-to-Month,Electronic Check,Tablet,0
51,146479.43,834,22,133134.37,82.4,1,Two-Year,Electronic Check,Desktop,0
41,112758.01,596,3,42452.54,3.3,1,Two-Year,Electronic Check,Desktop,0
32,73480.59,368,54,65694.59,15.0,3,Month-to-Month,Credit Card,Mobile,0
55,126423.01,695,14,53249.26,101.5,3,Month-to-Month,Credit Card,Desktop,0
25,60962.82,785,36,10882.05,101.5,3,One-Year,Bank Transfer,Mobile,0
22,27229.12,375,67,100980.64,40.2,2,Month-to-Month,Bank Transfer,Desktop,0
65,143474.77,566,10,123778.94,11.5,0,Month-to-Month,Electronic Check,Tablet,1
43,121680.18,503,49,45731.9,84.9,1,Month-to-Month,Electronic Check,Mobile,0
35,143156.91,503,65,148526.37,43.9,0,One-Year,Bank Transfer,Mobile,0
23,31035.39,523,57,11377.73,6.4,3,Month-to-Month,Bank Transfer,Mobile,0
54,154753.54,441,27,99268.61,19.8,5,Month-to-Month,Electronic Check,Desktop,1
65,121026.56,782,5,67234.2,17.3,2,One-Year,Electronic Check,Desktop,0
30,112326.28,687,71,66990.29,71.1,1,Month-to-Month,Bank Transfer,Desktop,0
45,121815.18,829,57,68646.84,107.9,2,Month-to-Month,Electronic Check,Desktop,0
22,158987.15,530,15,38802.27,95.4,2,Two-Year,Bank Transfer,Mobile,0
30,115975.16,480,30,107334.42,66.0,4,One-Year,Credit Card,Desktop,0
34,115047.31,799,20,108236.48,51.2,1,Month-to-Month,Credit Card,Desktop,0
67,178555.27,830,37,42359.57,74.6,4,Month-to-Month,Credit Card,Mobile,0
57,142293.18,647,3,125295.97,53.8,2,One-Year,Credit Card,Mobile,0
62,93555.54,624,41,47526.74,30.3,2,Month-to-Month,Credit Card,Tablet,0
49,134646.54,622,39,108763.97,81.8,0,Two-Year,Electronic Check,Tablet,0
46,85330.72,841,26,18149.97,104.9,2,One-Year,Bank Transfer,Desktop,0
68,60475.7,766,2,25305.25,45.4,6,Two-Year,Credit Card,Tablet,0
75,117512.04,425,23,47369.35,101.1,1,Two-Year,Bank Transfer,Mobile,0
20,168868.23,526,23,89081.07,52.3,2,Month-to-Month,Bank Transfer,Tablet,0
73,169016.63,533,16,96826.72,48.8,2,One-Year,Credit Card,Mobile,0
57,77995.32,668,9,59453.43,4.4,1,Two-Year,Credit Card,Desktop,0
51,106790.01,480,13,11675.87,83.7,1,One-Year,Electronic Check,Mobile,0
57,57803.56,712,28,56045.2,97.1,2,Month-to-Month,Bank Transfer,Desktop,0
44,179322.82,398,27,103315.13,80.0,1,Month-to-Month,Bank Transfer,Mobile,0
30,177073.28,404,51,100649.32,19.0,5,Month-to-Month,Bank Transfer,Mobile,0
62,125673.88,503,64,24029.46,13.3,1,One-Year,Credit Card,Mobile,0
50,149684.18,704,52,1167.6,69.2,0,One-Year,Bank Transfer,Mobile,0
23,135840.52,549,38,112947.24,48.8,4,Two-Year,Bank Transfer,Mobile,0
41,116939.52,657,65,15955.22,52.1,2,One-Year,Bank Transfer,Desktop,0
36,33268.94,705,18,12352.37,116.2,3,Two-Year,Credit Card,Mobile,0
33,95488.47,722,63,405.18,87.1,2,Month-to-Month,Electronic Check,Mobile,0
57,129591.88,467,51,64890.2,50.0,1,Month-to-Month,Credit Card,Mobile,0
45,130017.4,612,9,75489.59,3.3,2,Two-Year,Bank Transfer,Mobile,0
50,82834.01,395,13,95649.61,5.1,2,One-Year,Bank Transfer,Desktop,0
65,170962.26,651,40,44409.58,82.5,0,One-Year,Bank Transfer,Desktop,0
58,50940.34,705,55,106563.71,100.7,0,Month-to-Month,Bank Transfer,Mobile,0
30,102555.71,749,43,25399.78,85.2,7,One-Year,Credit Card,Mobile,1
60,132087.02,757,44,124798.51,49.3,2,Two-Year,Bank Transfer,Desktop,0
62,133056.05,538,68,85777.25,4.7,3,Month-to-Month,Credit Card,Desktop,0
42,125539.04,659,33,87583.47,116.1,1,One-Year,Credit Card,Mobile,0
70,67669.67,667,24,31466.31,118.4,2,Month-to-Month,Credit Card,Mobile,0
59,49212.02,478,36,11116.31,66.4,3,Month-to-Month,Bank Transfer,Mobile,0
53,123570.75,398,10,69708.72,9.4,2,One-Year,Credit Card,Mobile,0
44,117891.83,374,20,92341.79,65.4,2,Month-to-Month,Credit Card,Mobile,0
55,52800.18,615,12,14256.97,107.2,0,Month-to-Month,Bank Transfer,Mobile,1
24,134296.57,467,62,142580.17,81.9,2,One-Year,Electronic Check,Mobile,0
22,95551.66,813,18,147062.15,86.7,2,One-Year,Electronic Check,Desktop,0
60,128502.89,493,63,81818.5,11.1,5,Month-to-Month,Electronic Check,Tablet,1
62,154791.9,791,25,142510.37,13.7,0,Two-Year,Bank Transfer,Desktop,0
75,51307.91,549,12,26916.79,16.2,2,Month-to-Month,Bank Transfer,Desktop,0
74,27967.45,506,21,3813.1,108.6,5,Two-Year,Bank Transfer,Mobile,0
68,145760.9,836,25,5911.43,63.6,4,One-Year,Credit Card,Mobile,0
48,119503.1,697,11,88126.87,95.2,4,Month-to-Month,Credit Card,Mobile,1
40,133444.13,483,64,9246.28,14.7,2,Month-to-Month,Credit Card,Desktop,0
59,154914.02,749,50,143781.84,111.4,1,Month-to-Month,Credit Card,Desktop,0
27,149435.69,497,62,21289.98,98.7,0,Month-to-Month,Bank Transfer,Desktop,0
49,173942.62,685,49,45708.42,27.7,2,One-Year,Bank Transfer,Mobile,0
60,108069.94,420,14,123377.67,105.0,3,Month-to-Month,Credit Card,Mobile,0
70,100716.82,582,1,32811.05,32.3,4,Month-to-Month,Electronic Check,Desktop,1
47,87292.52,683,25,36445.27,25.4,4,One-Year,Bank Transfer,Desktop,0
56,48822.11,648,59,96346.34,32.4,2,Month-to-Month,Bank Transfer,Mobile,0
48,113754.12,503,69,41412.91,109.3,4,One-Year,Electronic Check,Desktop,0
35,67936.94,439,5,32617.15,110.0,3,Month-to-Month,Credit Card,Mobile,0
53,167802.66,683,19,38126.66,40.2,0,One-Year,Electronic Check,Desktop,0
19,115394.57,548,23,73597.12,84.9,2,One-Year,Credit Card,Mobile,0
31,116890.23,510,9,144914.98,81.4,1,One-Year,Bank Transfer,Desktop,0
30,80013.32,375,50,124835.69,97.0,3,Month-to-Month,Electronic Check,Desktop,0
46,33058.35,470,16,42691.54,36.3,4,Month-to-Month,Bank Transfer,Tablet,1
29,29920.28,650,33,54505.98,61.7,2,Month-to-Month,Credit Card,Tablet,0
56,90616.95,561,2,69676.84,80.5,3,Month-to-Month,Credit Card,Desktop,1
19,38107.63,412,14,146839.45,4.1,3,Month-to-Month,Credit Card,Mobile,1
49,119061.28,800,1,25858.57,45.8,2,One-Year,Electronic Check,Mobile,0
30,161550.82,785,58,53622.47,83.8,0,One-Year,Credit Card,Mobile,0
63,161851.8,417,16,109413.91,31.1,6,Two-Year,Credit Card,Mobile,0
44,127152.04,602,47,144591.56,115.0,2,Month-to-Month,Electronic Check,Mobile,0
66,57740.93,759,44,23351.28,4.6,5,Month-to-Month,Credit Card,Desktop,1
58,158764.51,808,14,34106.99,115.0,2,Two-Year,Electronic Check,Mobile,0
34,162344.48,351,24,33854.2,26.8,4,Month-to-Month,Credit Card,Mobile,1
57,55481.31,747,55,3139.8,6.8,5,One-Year,Credit Card,Desktop,0
48,139301.04,457,15,90617.34,35.8,3,Two-Year,Credit Card,Desktop,0
51,69410.53,635,34,100605.46,94.6,2,Two-Year,Electronic Check,Desktop,0
41,149409.25,398,2,90378.88,90.5,0,Month-to-Month,Bank Transfer,Desktop,0
62,179571.87,489,27,10698.45,25.9,0,One-Year,Credit Card,Mobile,0
52,29654.03,567,23,10384.52,24.4,1,Month-to-Month,Bank Transfer,Mobile,0
65,164091.71,393,68,31557.98,77.5,2,One-Year,Bank Transfer,Desktop,0
23,121507.73,766,14,43544.18,55.5,1,Two-Year,Credit Card,Mobile,0
36,175874.31,618,63,117981.55,95.3,3,Month-to-Month,Bank Transfer,Desktop,0
47,97076.48,427,65,23908.54,3.9,3,Two-Year,Credit Card,Mobile,0
24,156345.13,565,68,6613.83,73.6,3,One-Year,Credit Card,Tablet,0
27,34671.08,731,63,59098.13,87.9,3,Month-to-Month,Bank Transfer,Desktop,0
58,76968.25,447,64,62458.83,119.2,4,One-Year,Credit Card,Desktop,0
49,35387.56,585,32,67636.1,81.8,3,Month-to-Month,Electronic Check,Mobile,0
51,176178.19,631,13,124035.53,28.6,4,Month-to-Month,Credit Card,Tablet,1
45,151630.96,498,66,14700.81,13.9,2,Two-Year,Electronic Check,Desktop,0
32,157144.85,761,19,105591.31,77.3,2,Month-to-Month,Credit Card,Mobile,0
47,170384.61,653,24,50691.84,63.3,3,Month-to-Month,Electronic Check,Desktop,0
54,38191.04,833,11,46497.02,108.0,1,Two-Year,Credit Card,Mobile,0
46,84767.63,773,59,139881.47,87.5,2,Two-Year,Electronic Check,Mobile,0
39,36010.41,415,15,37270.28,61.7,4,Two-Year,Credit Card,Mobile,0
21,57672.93,583,10,96379.78,49.0,3,Month-to-Month,Electronic Check,Desktop,0
37,60551.7,806,41,41269.16,49.1,0,Month-to-Month,Bank Transfer,Desktop,0
49,97711.62,436,27,76071.58,27.9,3,Month-to-Month,Bank Transfer,Desktop,0
53,66627.14,428,60,117943.93,3.1,1,Month-to-Month,Credit Card,Desktop,0
67,40651.61,554,52,132258.38,69.4,6,Two-Year,Electronic Check,Desktop,0
21,50961.12,628,28,125804.59,26.3,6,One-Year,Credit Card,Mobile,0
44,47827.71,686,65,87327.11,25.8,1,Month-to-Month,Bank Transfer,Mobile,0
34,175826.9,603,17,37322.45,15.9,5,Month-to-Month,Bank Transfer,Mobile,0
29,142690.34,653,44,99185.01,23.6,2,Two-Year,Electronic Check,Mobile,0
39,175003.03,729,10,106485.76,4.8,1,Two-Year,Bank Transfer,Tablet,0
34,93159.78,479,63,1603.8,81.2,3,Month-to-Month,Credit Card,Desktop,0
27,68147.11,433,47,65881.58,48.8,4,One-Year,Bank Transfer,Mobile,0
71,148735.45,625,38,126489.31,67.8,1,Month-to-Month,Credit Card,Mobile,0
18,75569.36,536,70,73438.14,76.8,1,One-Year,Credit Card,Tablet,0
39,71404.42,395,53,46706.32,116.7,0,One-Year,Credit Card,Mobile,0
43,61038.43,736,44,130769.67,9.1,1,One-Year,Electronic Check,Desktop,0
73,45100.24,532,54,23382.1,50.7,2,Month-to-Month,Electronic Check,Mobile,0
35,64751.77,617,20,30966.78,30.3,3,Month-to-Month,Credit Card,Desktop,0
67,80074.56,645,31,103105.86,57.7,2,Month-to-Month,Bank Transfer,Tablet,0
31,129469.1,671,7,52865.39,110.5,2,Two-Year,Credit Card,Tablet,0
64,34697.55,449,58,106952.53,87.2,2,Two-Year,Credit Card,Desktop,0
46,57628.58,427,10,23655.54,79.8,5,Two-Year,Credit Card,Desktop,0
29,150398.66,621,10,37840.36,53.5,1,Two-Year,Bank Transfer,Desktop,0
53,47772.9,688,39,23497.11,80.9,1,One-Year,Electronic Check,Mobile,0
52,78110.0,511,28,142936.55,4.9,3,Month-to-Month,Credit Card,Mobile,1
69,159022.13,393,30,60810.59,70.8,2,One-Year,Credit Card,Tablet,0
29,49013.42,587,37,50582.99,66.9,5,Month-to-Month,Credit Card,Mobile,0
24,37824.21,483,67,2130.32,42.3,0,Month-to-Month,Electronic Check,Mobile,0
46,100103.39,810,43,23012.64,25.0,5,Month-to-Month,Credit Card,Desktop,0
28,71875.02,541,52,63170.38,97.1,2,Month-to-Month,Bank Transfer,Tablet,0
50,112328.3,705,56,10275.42,7.4,2,One-Year,Electronic Check,Desktop,0
23,149589.76,627,68,76610.9,9.3,1,Month-to-Month,Credit Card,Desktop,0
64,46258.02,367,9,68252.32,53.4,3,Month-to-Month,Bank Transfer,Desktop,0
32,115008.36,361,23,115075.22,31.1,1,One-Year,Credit Card,Desktop,0
49,103353.86,529,63,98970.41,89.7,3,One-Year,Electronic Check,Desktop,0
68,47332.21,472,61,66892.1,76.5,3,One-Year,Credit Card,Tablet,0
28,121719.77,595,40,33699.11,92.9,2,Month-to-Month,Electronic Check,Desktop,0
75,67414.26,571,44,109029.53,39.6,3,Month-to-Month,Electronic Check,Mobile,0
40,100614.32,722,24,106179.32,89.1,1,One-Year,Bank Transfer,Desktop,0
43,37752.21,400,51,22994.42,103.6,1,One-Year,Bank Transfer,Desktop,0
51,96235.53,837,58,137212.77,42.1,3,Month-to-Month,Electronic Check,Mobile,0
63,72501.84,420,33,9660.77,41.4,2,Two-Year,Credit Card,Mobile,0
51,152469.09,829,16,8255.66,108.1,3,Month-to-Month,Credit Card,Tablet,0
46,33831.7,397,22,28102.56,6.9,3,Month-to-Month,Credit Card,Mobile,0
21,89884.13,368,57,136419.12,42.7,2,Month-to-Month,Bank Transfer,Desktop,0
34,96056.87,611,62,77999.72,15.1,3,Month-to-Month,Electronic Check,Mobile,0
52,137375.94,433,71,118191.14,4.4,1,Two-Year,Electronic Check,Mobile,0
30,114014.57,504,70,34176.48,14.4,2,Month-to-Month,Bank Transfer,Desktop,0
58,128417.91,402,30,73533.3,52.3,2,Month-to-Month,Bank Transfer,Mobile,0
56,145442.64,456,23,53743.42,82.7,3,Month-to-Month,Electronic Check,Mobile,0
32,158641.46,706,32,124174.29,35.4,1,Month-to-Month,Electronic Check,Mobile,0
72,73650.7,653,57,3390.67,102.1,3,Month-to-Month,Bank Transfer,Tablet,0
46,108393.52,484,9,36576.41,53.1,6,Month-to-Month,Credit Card,Tablet,1
46,155216.75,792,31,22886.13,116.2,0,Month-to-Month,Bank Transfer,Desktop,0
28,178364.93,418,71,128878.36,114.5,3,One-Year,Bank Transfer,Desktop,0
69,162875.49,360,9,70131.58,93.0,2,One-Year,Bank Transfer,Desktop,0
49,82577.43,492,13,60633.01,112.0,1,One-Year,Electronic Check,Tablet,0
19,55250.81,541,58,67422.41,85.1,3,One-Year,Electronic Check,Desktop,0
64,100855.84,736,3,145788.68,107.6,1,Month-to-Month,Credit Card,Desktop,0
31,139954.43,727,35,127540.11,29.1,0,Two-Year,Credit Card,Mobile,0
37,101348.21,418,21,105955.32,42.1,1,Month-to-Month,Credit Card,Mobile,0
39,99893.03,372,64,43571.84,90.6,6,Month-to-Month,Credit Card,Desktop,0
28,154925.72,530,52,24775.95,51.5,1,One-Year,Credit Card,Mobile,0
44,81017.59,642,34,138215.04,100.6,4,One-Year,Electronic Check,Mobile,1
20,158268.17,358,35,63461.33,105.4,4,Month-to-Month,Bank Transfer,Desktop,0
34,88054.74,620,15,41813.37,36.7,1,Month-to-Month,Bank Transfer,Mobile,0
61,75876.13,736,6,70638.12,99.0,2,Month-to-Month,Credit Card,Desktop,0
73,95368.44,442,32,137677.11,19.4,3,Two-Year,Bank Transfer,Mobile,0
45,143179.28,803,52,58060.1,40.8,1,Month-to-Month,Electronic Check,Desktop,0
46,44530.31,366,28,84396.15,62.6,3,One-Year,Electronic Check,Mobile,0
38,55444.98,503,64,120444.95,27.9,3,Month-to-Month,Credit Card,Tablet,0
64,172473.95,754,19,64069.88,69.9,5,Month-to-Month,Electronic Check,Mobile,1
33,52201.2,677,15,35031.27,69.9,3,Month-to-Month,Credit Card,Desktop,0
54,112997.73,498,6,149178.86,25.6,4,Month-to-Month,Bank Transfer,Desktop,1
37,114793.74,726,38,143485.63,95.7,3,Month-to-Month,Credit Card,Mobile,0
23,100891.79,616,26,126521.88,76.2,0,One-Year,Bank Transfer,Desktop,0
36,124935.51,771,51,103256.08,38.8,5,Month-to-Month,Credit Card,Tablet,0
74,60623.14,677,53,44229.84,28.6,4,One-Year,Bank Transfer,Mobile,0
22,110662.65,455,56,137011.94,105.6,1,Month-to-Month,Bank Transfer,Mobile,0
20,82686.85,821,59,41333.5,100.5,1,Two-Year,Credit Card,Mobile,0
18,127558.43,730,70,120121.42,28.3,5,Two-Year,Electronic Check,Mobile,0
75,46889.65,384,58,137738.73,5.2,1,Month-to-Month,Credit Card,Tablet,1
55,113486.0,468,13,90450.58,96.7,1,Two-Year,Electronic Check,Mobile,0
32,53716.91,363,43,120458.43,74.2,4,Month-to-Month,Credit Card,Desktop,0
51,68189.67,363,51,118754.26,13.0,4,One-Year,Bank Transfer,Mobile,0
52,58900.02,615,19,28973.66,70.9,1,Month-to-Month,Bank Transfer,Mobile,1
66,53339.86,489,21,100188.67,54.8,2,Month-to-Month,Credit Card,Mobile,0
42,152985.2,643,24,14020.19,93.2,1,Month-to-Month,Credit Card,Mobile,0
41,69284.67,713,26,76177.52,25.9,2,Month-to-Month,Bank Transfer,Desktop,0
29,168704.19,468,45,24335.33,54.9,2,One-Year,Electronic Check,Mobile,0
35,175338.61,587,28,62452.42,19.6,2,One-Year,Electronic Check,Desktop,0
32,113545.37,383,29,124947.31,114.9,0,Month-to-Month,Credit Card,Desktop,0
61,47165.17,518,17,148075.18,93.7,5,Two-Year,Credit Card,Mobile,0
33,83054.98,359,68,47693.97,88.7,0,Two-Year,Bank Transfer,Mobile,0
44,148648.5,471,44,79793.35,83.1,3,Two-Year,Bank Transfer,Mobile,0
25,81945.56,750,61,76694.7,51.4,0,Two-Year,Electronic Check,Mobile,0
63,38487.67,494,68,143160.23,110.9,1,Month-to-Month,Credit Card,Mobile,0
42,111301.66,800,25,71787.56,9.7,0,Month-to-Month,Bank Transfer,Tablet,0
34,155993.73,795,67,104865.93,96.6,2,Month-to-Month,Bank Transfer,Tablet,0
46,148368.59,572,2,138268.38,26.6,1,Two-Year,Credit Card,Desktop,0
70,52144.09,720,49,56006.78,39.6,0,Month-to-Month,Bank Transfer,Mobile,0
25,129278.52,606,70,135318.34,62.8,1,Month-to-Month,Credit Card,Mobile,0
32,59178.16,617,26,137618.43,94.1,2,Month-to-Month,Bank Transfer,Tablet,0
44,58822.17,708,27,139599.38,100.8,3,Month-to-Month,Bank Transfer,Desktop,0
63,160481.12,353,18,40566.93,70.5,4,Month-to-Month,Credit Card,Mobile,1
67,63698.69,775,54,60053.34,49.0,4,One-Year,Credit Card,Mobile,0
69,65803.34,746,1,130559.39,113.6,1,Month-to-Month,Electronic Check,Mobile,0
24,25101.28,703,61,53874.27,30.3,4,One-Year,Electronic Check,Desktop,1
20,159953.7,455,3,90037.95,96.6,3,Two-Year,Electronic Check,Tablet,0
46,147852.2,434,68,17708.18,73.8,1,One-Year,Electronic Check,Mobile,0
61,122235.98,563,41,8441.25,45.9,0,Month-to-Month,Credit Card,Mobile,0
70,141291.19,470,37,61799.1,1.2,1,Two-Year,Credit Card,Mobile,0
41,48567.53,481,51,86837.48,54.1,0,One-Year,Credit Card,Mobile,0
75,96040.16,687,15,58904.87,33.9,2,Month-to-Month,Electronic Check,Desktop,0
20,79439.01,546,8,86660.37,13.4,2,One-Year,Electronic Check,Desktop,0
37,39535.36,368,38,77262.66,9.9,2,One-Year,Bank Transfer,Mobile,0
63,100350.23,479,56,102856.08,42.4,3,Month-to-Month,Electronic Check,Desktop,0
32,167714.65,361,47,97429.86,74.2,2,Month-to-Month,Bank Transfer,Mobile,0
42,31209.16,430,10,63636.86,100.7,1,One-Year,Credit Card,Desktop,0
47,70176.44,679,49,63749.29,22.8,4,One-Year,Credit Card,Desktop,0
31,57168.85,703,41,21116.75,51.5,3,Month-to-Month,Credit Card,Mobile,0
24,61912.73,611,30,76985.79,47.6,0,One-Year,Credit Card,Desktop,0
34,165807.36,741,5,88076.87,62.1,3,Month-to-Month,Credit Card,Mobile,0
61,97550.7,474,71,71473.41,97.3,3,One-Year,Electronic Check,Mobile,0
37,97276.41,656,31,48856.1,66.9,1,Month-to-Month,Credit Card,Mobile,0
53,142889.22,616,52,108247.28,101.8,2,Month-to-Month,Bank Transfer,Mobile,0
26,48946.29,796,23,11199.25,62.7,3,Two-Year,Bank Transfer,Desktop,0
55,100526.13,790,48,137166.06,72.9,5,One-Year,Electronic Check,Mobile,0
65,91647.71,732,40,3096.52,53.0,2,Month-to-Month,Electronic Check,Desktop,0
74,117521.16,489,6,144352.52,98.9,3,Month-to-Month,Electronic Check,Tablet,1
39,179931.44,678,38,69353.34,110.9,1,One-Year,Credit Card,Mobile,0
71,144264.58,351,41,61900.49,77.1,4,Two-Year,Credit Card,Mobile,0
70,86669.18,357,27,38466.6,98.7,3,One-Year,Bank Transfer,Mobile,0
70,153270.72,599,69,1510.67,8.0,3,Month-to-Month,Credit Card,Mobile,0
19,51459.8,488,57,41218.54,108.8,1,Two-Year,Bank Transfer,Mobile,0
41,29721.87,473,17,16409.99,23.5,3,One-Year,Credit Card,Desktop,0
25,56689.5,658,71,98973.13,31.5,4,Month-to-Month,Bank Transfer,Mobile,0
28,77763.79,577,47,47861.25,7.3,2,One-Year,Electronic Check,Desktop,0
30,104140.02,359,13,115076.9,115.9,1,Month-to-Month,Credit Card,Mobile,0
34,120345.02,818,11,31037.43,102.4,1,One-Year,Electronic Check,Mobile,0
25,166143.89,561,24,135035.23,109.7,1,Month-to-Month,Credit Card,Mobile,0
38,104027.37,461,4,78447.23,101.8,0,Month-to-Month,Credit Card,Mobile,0
35,102697.72,357,46,17175.93,58.1,0,Month-to-Month,Bank Transfer,Mobile,0
47,32787.67,641,18,60126.79,111.0,1,Month-to-Month,Electronic Check,Desktop,0
35,30411.29,826,43,31014.08,116.4,1,Month-to-Month,Bank Transfer,Desktop,0
63,110429.79,711,33,29952.81,60.8,4,One-Year,Bank Transfer,Mobile,0
64,92917.69,809,10,75955.46,21.9,5,Month-to-Month,Credit Card,Desktop,1
48,155072.96,602,59,100783.8,79.4,4,One-Year,Credit Card,Mobile,0
55,49905.34,363,31,136742.73,117.1,2,One-Year,Credit Card,Mobile,0
49,28870.61,589,28,75324.3,104.8,3,One-Year,Credit Card,Desktop,0
